ID	accession	accession_name	species	bio_status	row_type	LON	LAT	AEZ_type	AEZ31
B_338	NA	160511	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	NA	NA	NA	NA	NA
B_339	NA	160512	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	NA	NA	NA	NA	NA
B_34	243614	203167	Hordeum vulgare L. vulgare	landrace	Six-rowed	38.066667	9.283333	M	M4
B_340	NA	160524	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	NA	NA	NA	NA	NA
B_341	NA	160525	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	NA	NA	NA	NA	NA
B_342	NA	160548	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	NA	NA	NA	NA	NA
B_343	NA	16734-6	Hordeum vulgare L. vulgare	landrace	NA	38.069167	7.9525	SH	SH4
B_344	NA	16809-14	Hordeum vulgare L. vulgare	landrace	NA	38.800833	7.668611	SA	SA3
B_346	NA	16811-6	Hordeum vulgare L. vulgare	landrace	NA	37.823333	7.713889	SH	SH3
B_347	NA	16812-4	Hordeum vulgare L. vulgare	landrace	NA	37.822778	7.713889	SH	SH3
B_349	NA	16820-16	Hordeum vulgare L. vulgare	landrace	NA	NA	NA	NA	NA
B_350	NA	16822-12	Hordeum vulgare L. vulgare	landrace	NA	37.9575	7.928889	SH	SH4
B_351	NA	16824-15	Hordeum vulgare L. vulgare	landrace	NA	37.941111	7.927778	SH	SH4
B_352	NA	16863-2	Hordeum vulgare L. vulgare	landrace	NA	38.438889	8.3875	M	M4
B_353	NA	16910-19	Hordeum vulgare L. vulgare	landrace	NA	38.959444	7.233333	M	M4
B_354	NA	16956-11	Hordeum vulgare L. vulgare	landrace	NA	39.276111	7.608889	H	H3
B_355	NA	17146-9	Hordeum vulgare L. vulgare	landrace	NA	38.953056	7.531111	M	M3
B_356	NA	17148-16	Hordeum vulgare L. vulgare	landrace	NA	38.9525	7.531389	M	M3
B_357	NA	17204-5	Hordeum vulgare L. vulgare	landrace	NA	37.968333	13.175556	M	M4
B_358	NA	17206-11	Hordeum vulgare L. vulgare	landrace	NA	37.973333	13.204444	M	M4
B_359	NA	17240-1	Hordeum vulgare L. vulgare	landrace	NA	36.8975	10.936944	SH	SH3
B_36	1740-A	204686	Hordeum vulgare L. vulgare	landrace	Irregular	38.783333	10.95	SM	SM4
B_360	NA	17244-19	Hordeum vulgare L. vulgare	landrace	NA	36.848611	10.836389	SH	SH3
B_362	NA	16734-19	Hordeum vulgare L. vulgare	landrace	NA	38.069167	7.9525	SH	SH4
B_363	NA	16736-12	Hordeum vulgare L. vulgare	landrace	NA	38.069167	7.9525	SH	SH4
B_364	NA	16755-14	Hordeum vulgare L. vulgare	landrace	NA	38.544444	8.417222	SH	SH4
B_365	NA	16930-10	Hordeum vulgare L. vulgare	landrace	NA	39.212778	7.450278	H	H4
B_366	NA	17204-13	Hordeum vulgare L. vulgare	landrace	NA	37.968333	13.175556	M	M4
B_367	NA	17207-6	Hordeum vulgare L. vulgare	landrace	NA	NA	NA	NA	NA
B_368	NA	17252-19	Hordeum vulgare L. vulgare	landrace	NA	36.952222	10.970833	SH	SH4
B_370	NA	17672-9	Hordeum vulgare L. vulgare	landrace	NA	34.830833	9.0525	SH	SH2
B_371	NA	1611-B	Hordeum vulgare L. vulgare	landrace	NA	36.6	9.05	SH	SH3
B_372	NA	1740-B	Hordeum vulgare L. vulgare	landrace	NA	39.916667	8.433333	H	H3
B_373	NA	1773-A	Hordeum vulgare L. vulgare	landrace	NA	37.966667	9.8	M	M2
B_374	NA	1773-D	Hordeum vulgare L. vulgare	landrace	NA	37.966667	9.8	M	M2
B_375	NA	3545-A	Hordeum vulgare L. vulgare	landrace	NA	39.583333	8.066667	H	H4
B_376	NA	3545-B	Hordeum vulgare L. vulgare	landrace	NA	39.583333	8.066667	H	H4
B_377	NA	4492-C	Hordeum vulgare L. vulgare	landrace	NA	37.333333	9.183333	M	M3
B_378	NA	4540-B	Hordeum vulgare L. vulgare	landrace	NA	NA	NA	NA	NA
B_379	NA	15265-B	Hordeum vulgare L. vulgare	landrace	NA	39.546111	14.193889	SM	SM4
B_380	NA	15265-C	Hordeum vulgare L. vulgare	landrace	NA	39.546111	14.193889	SM	SM4
B_381	NA	15273-B	Hordeum vulgare L. vulgare	landrace	NA	39.451111	14.311111	SM	SM4
B_382	NA	16726-B	Hordeum vulgare L. vulgare	landrace	NA	NA	NA	NA	NA
B_383	NA	16737-A	Hordeum vulgare L. vulgare	landrace	NA	38.089722	7.984167	SH	SH4
B_384	NA	16737-C	Hordeum vulgare L. vulgare	landrace	NA	38.089722	7.984167	SH	SH4
B_385	NA	16739-C	Hordeum vulgare L. vulgare	landrace	NA	38.1475	8.048889	SH	SH4
B_386	NA	16819-A	Hordeum vulgare L. vulgare	landrace	NA	NA	NA	NA	NA
B_387	NA	16881-B	Hordeum vulgare L. vulgare	landrace	NA	37.897778	8.651389	M	M3
B_388	NA	17251-B	Hordeum vulgare L. vulgare	landrace	NA	36.847222	11.166944	SH	SH3
B_389	NA	17252-B	Hordeum vulgare L. vulgare	landrace	NA	36.952222	10.970833	SH	SH4
B_390	NA	17661-A	Hordeum vulgare L. vulgare	landrace	NA	NA	NA	NA	NA
B_391	NA	17688-B	Hordeum vulgare L. vulgare	landrace	NA	37.11	9.268889	SH	SH3
B_392	NA	18294-B	Hordeum vulgare L. vulgare	landrace	NA	NA	NA	NA	NA
B_393	NA	18302-B	Hordeum vulgare L. vulgare	landrace	NA	37.209167	9.215833	M	M3
B_394	NA	18304-A	Hordeum vulgare L. vulgare	landrace	NA	37.254167	8.658889	SH	SH2
B_395	NA	18318-A	Hordeum vulgare L. vulgare	landrace	NA	38.536944	9.066389	H	H3
B_396	NA	18330-B	Hordeum vulgare L. vulgare	landrace	NA	39.540278	9.306111	SM	SM4
B_397	NA	18330-C	Hordeum vulgare L. vulgare	landrace	NA	39.540278	9.306111	SM	SM4
B_398	NA	18356-B	Hordeum vulgare L. vulgare	landrace	NA	39.567222	9.935833	SM	SM4
B_399	NA	18378-A	Hordeum vulgare L. vulgare	landrace	NA	39.73	10.394722	M	M4
B_4	221325	4495	Hordeum vulgare L. vulgare	landrace	Two-rowed	37.35	9.2	M	M3
B_400	NA	18382-B	Hordeum vulgare L. vulgare	landrace	NA	38.838056	9.721667	M	M3
B_401	NA	24620-A	Hordeum vulgare L. vulgare	landrace	NA	38.3125	10.602778	M	M3
B_402	NA	24622-A	Hordeum vulgare L. vulgare	landrace	NA	38.038611	10.965833	M	M3
B_403	NA	24628-B	Hordeum vulgare L. vulgare	landrace	NA	38.210278	10.930556	M	M4
B_404	NA	24639B	Hordeum vulgare L. vulgare	landrace	NA	38.258611	10.915833	M	M4
B_405	NA	24639C	Hordeum vulgare L. vulgare	landrace	NA	38.258611	10.915833	M	M4
B_406	NA	24641-B	Hordeum vulgare L. vulgare	landrace	NA	38.26	10.913056	M	M4
B_407	NA	24955-A	Hordeum vulgare L. vulgare	landrace	NA	37.969167	8.146944	M	M3
B_408	NA	24956-B	Hordeum vulgare L. vulgare	landrace	NA	37.971667	8.146667	M	M3
B_409	NA	24967-B	Hordeum vulgare L. vulgare	landrace	NA	37.998889	8.576667	M	M3
B_410	NA	24974-B	Hordeum vulgare L. vulgare	landrace	NA	38.471389	8.073333	SH	SH3
B_411	NA	24987-C	Hordeum vulgare L. vulgare	landrace	NA	37.704722	7.690833	SH	SH3
B_412	NA	24987-D	Hordeum vulgare L. vulgare	landrace	NA	37.704722	7.690833	SH	SH3
B_414	NA	24988-D	Hordeum vulgare L. vulgare	landrace	NA	37.690833	7.683889	SH	SH3
B_415	NA	64003-B	Hordeum vulgare L. vulgare	landrace	NA	39.583333	9.8	SM	SM3
B_416	NA	64026-B	Hordeum vulgare L. vulgare	landrace	NA	37.833333	6.916667	SH	SH3
B_417	NA	64111-C	Hordeum vulgare L. vulgare	landrace	NA	38.983333	7.55	M	M4
B_418	NA	64116-B	Hordeum vulgare L. vulgare	landrace	NA	38.983333	7.5	M	M4
B_419	NA	64144-A	Hordeum vulgare L. vulgare	landrace	NA	39.333333	7.8	H	H4
B_42	3545-D	217001	Hordeum vulgare L. vulgare	landrace	Two-rowed	37.583333	6.283333	SH	SH4
B_421	NA	64233-B	Hordeum vulgare L. vulgare	landrace	NA	40.233333	7.066667	H	H3
B_422	NA	64257-A	Hordeum vulgare L. vulgare	landrace	NA	37.65	6.833333	SH	SH3
B_423	NA	64333-A	Hordeum vulgare L. vulgare	landrace	NA	36.7	9.05	SH	SH3
B_424	NA	202526-B	Hordeum vulgare L. vulgare	landrace	NA	36.916667	10.933333	SH	SH3
B_425	NA	202676-B	Hordeum vulgare L. vulgare	landrace	NA	37.616667	11.816667	M	M3
B_426	NA	202850-A	Hordeum vulgare L. vulgare	landrace	NA	36.633333	6.183333	SH	SH3
B_427	NA	208816-B	Hordeum vulgare L. vulgare	landrace	NA	39.55	7.05	SH	SH4
B_428	NA	208836-A	Hordeum vulgare L. vulgare	landrace	NA	37.75	7.8	SH	SH3
B_429	NA	208842-B	Hordeum vulgare L. vulgare	landrace	NA	37.5	6.333333	SH	SH3
B_430	NA	208845-B	Hordeum vulgare L. vulgare	landrace	NA	37.583333	6.25	SH	SH4
B_431	NA	208903-C	Hordeum vulgare L. vulgare	landrace	NA	38	9.05	M	M4
B_432	NA	208905-D	Hordeum vulgare L. vulgare	landrace	NA	37.3	9.016667	M	M3
B_433	NA	212504-B	Hordeum vulgare L. vulgare	landrace	NA	38.75	10.15	SM	SM3
B_434	NA	212947-B	Hordeum vulgare L. vulgare	landrace	NA	37.85	7.583333	SH	SH3
B_435	NA	212947-C	Hordeum vulgare L. vulgare	landrace	NA	37.85	7.583333	SH	SH3
B_436	NA	213594-B	Hordeum vulgare L. vulgare	landrace	NA	39.383333	7.4	H	H4
B_437	NA	215217-B	Hordeum vulgare L. vulgare	landrace	NA	39.45	10.866667	M	M4
B_438	NA	215432-B	Hordeum vulgare L. vulgare	landrace	NA	38.383333	8.116667	SH	SH3
B_439	NA	215474-A	Hordeum vulgare L. vulgare	landrace	NA	37.866667	7.5	SH	SH3
B_44	4051-C	220345	Hordeum vulgare L. vulgare	landrace	Two-rowed	NA	NA	NA	NA
B_440	NA	216008-B	Hordeum vulgare L. vulgare	landrace	NA	37.683333	10.116667	M	M3
B_441	NA	216799-B	Hordeum vulgare L. vulgare	landrace	NA	41.683333	9.35	SH	SH3
B_442	NA	218969-B	Hordeum vulgare L. vulgare	landrace	NA	39.2	7.833333	H	H4
B_443	NA	219055-C	Hordeum vulgare L. vulgare	landrace	NA	39.666667	8.4	SM	SM3
B_444	NA	219326-A	Hordeum vulgare L. vulgare	landrace	NA	37.783333	6.8	SH	SH3
B_445	NA	219328-A	Hordeum vulgare L. vulgare	landrace	NA	37.733333	6.916667	SH	SH3
B_446	NA	219576-C	Hordeum vulgare L. vulgare	landrace	NA	39.616667	9.633333	SM	SM4
B_447	NA	219581-B	Hordeum vulgare L. vulgare	landrace	NA	39.383333	9.6	SM	SM4
B_448	NA	219611-B	Hordeum vulgare L. vulgare	landrace	NA	39.516667	9.766667	SM	SM3
B_449	NA	219616-B	Hordeum vulgare L. vulgare	landrace	NA	39.3	9.966667	SM	SM3
B_45	4492-A	220347	Hordeum vulgare L. vulgare	landrace	Irregular	39.283333	7.416667	H	H4
B_450	NA	220743-B	Hordeum vulgare L. vulgare	landrace	NA	37.883333	8.833333	M	M3
B_451	NA	220790-A	Hordeum vulgare L. vulgare	landrace	NA	38.666667	9.783333	M	M4
B_452	NA	220790-C	Hordeum vulgare L. vulgare	landrace	NA	38.666667	9.783333	M	M4
B_453	NA	222969-B	Hordeum vulgare L. vulgare	landrace	NA	39.233333	7.433333	H	H4
B_454	NA	223174-B	Hordeum vulgare L. vulgare	landrace	NA	39.083333	14.25	SM	SM3
B_455	NA	229993-B	Hordeum vulgare L. vulgare	landrace	NA	39.216667	7.866667	H	H4
B_456	NA	230500-B	Hordeum vulgare L. vulgare	landrace	NA	42.283333	9.4	SM	SM3
B_457	NA	230612-A	Hordeum vulgare L. vulgare	landrace	NA	40.366667	7.016667	H	H3
B_458	NA	230616-B	Hordeum vulgare L. vulgare	landrace	NA	40.483333	7	M	M3
B_459	NA	230619-A	Hordeum vulgare L. vulgare	landrace	NA	40.5	7.066667	M	M3
B_460	NA	230629-B	Hordeum vulgare L. vulgare	landrace	NA	40.733333	7.266667	M	M3
B_461	NA	230654-A	Hordeum vulgare L. vulgare	landrace	NA	39.483333	7.033333	SH	SH3
B_462	NA	230814-C	Hordeum vulgare L. vulgare	landrace	NA	41.966667	9.016667	SM	SM3
B_464	NA	232365-B	Hordeum vulgare L. vulgare	landrace	NA	39.716667	8.533333	SM	SM2
B_465	NA	234302-B	Hordeum vulgare L. vulgare	landrace	NA	39.416667	14.283333	SM	SM3
B_466	NA	234307-B	Hordeum vulgare L. vulgare	landrace	NA	39.35	14.266667	SM	SM3
B_467	NA	234307-D	Hordeum vulgare L. vulgare	landrace	NA	39.35	14.266667	SM	SM3
B_468	NA	234312-A	Hordeum vulgare L. vulgare	landrace	NA	39.333333	14.2	SM	SM3
B_469	NA	235090-A	Hordeum vulgare L. vulgare	landrace	NA	39.316667	11.4	M	M3
B_47	4540-A	221325	Hordeum vulgare L. vulgare	landrace	Two-rowed	37.6	6.15	SH	SH3
B_470	NA	235265-A	Hordeum vulgare L. vulgare	landrace	NA	39.533333	13.483333	SM	SM3
B_471	NA	235525-B	Hordeum vulgare L. vulgare	landrace	NA	38.2	8.216667	M	M4
B_472	NA	235541-B	Hordeum vulgare L. vulgare	landrace	NA	38.116667	8.15	SH	SH4
B_473	NA	235544-B	Hordeum vulgare L. vulgare	landrace	NA	38.2	8.1	SH	SH4
B_474	NA	235546-B	Hordeum vulgare L. vulgare	landrace	NA	38.183333	8.083333	SH	SH4
B_475	NA	235551-A	Hordeum vulgare L. vulgare	landrace	NA	38.033333	8.033333	SH	SH3
B_476	NA	236823-B	Hordeum vulgare L. vulgare	landrace	NA	NA	NA	NA	NA
B_477	NA	237003-A	Hordeum vulgare L. vulgare	landrace	NA	39.266667	7.316667	M	M4
B_478	NA	237003-C	Hordeum vulgare L. vulgare	landrace	NA	39.266667	7.316667	M	M4
B_48	15265-A	223191	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.483333	13.733333	SM	SM3
B_480	NA	237335-A	Hordeum vulgare L. vulgare	landrace	NA	39.533333	12.516667	SM	SM3
B_481	NA	238349-A	Hordeum vulgare L. vulgare	landrace	NA	39.516667	12.516667	SM	SM3
B_482	NA	239519-A	Hordeum vulgare L. vulgare	landrace	NA	40.181389	7.381111	SH	SH3
B_483	NA	243209-B	Hordeum vulgare L. vulgare	landrace	NA	39.695278	7.099167	SH	SH5
B_484	NA	242070-A	Hordeum vulgare L. vulgare	landrace	NA	38.116667	11.816667	M	M4
B_485	NA	242070-B	Hordeum vulgare L. vulgare	landrace	NA	38.116667	11.816667	M	M4
B_486	NA	242083-B	Hordeum vulgare L. vulgare	landrace	NA	38.2	11.6	M	M4
B_487	NA	242083-C	Hordeum vulgare L. vulgare	landrace	NA	38.2	11.6	M	M4
B_488	NA	242083-D	Hordeum vulgare L. vulgare	landrace	NA	38.2	11.6	M	M4
B_489	NA	242085-A	Hordeum vulgare L. vulgare	landrace	NA	38.183333	11.65	M	M4
B_490	NA	242085-B	Hordeum vulgare L. vulgare	landrace	NA	38.183333	11.65	M	M4
B_491	NA	242099-A	Hordeum vulgare L. vulgare	landrace	NA	39.733333	9.833333	M	M4
B_492	NA	219578-B	Hordeum vulgare L. vulgare	landrace	NA	NA	NA	NA	NA
B_493	NA	242580-C	Hordeum vulgare L. vulgare	landrace	NA	NA	NA	NA	NA
B_494	NA	243247-B	Hordeum vulgare L. vulgare	landrace	NA	39.735833	9.580278	M	M4
B_495	NA	243273-B	Hordeum vulgare L. vulgare	landrace	NA	38.277778	11.760278	M	M4
B_496	NA	243307-B	Hordeum vulgare L. vulgare	landrace	NA	38.053333	11.595	M	M3
B_497	NA	243312-A	Hordeum vulgare L. vulgare	landrace	NA	38.058333	11.703333	M	M4
B_498	NA	243407-B	Hordeum vulgare L. vulgare	landrace	NA	NA	NA	NA	NA
B_499	NA	243565-B	Hordeum vulgare L. vulgare	landrace	NA	39.383333	11.466667	M	M3
B_5	223191	15271	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.416667	14.247778	SM	SM4
B_50	16726-A	229796	Hordeum vulgare L. vulgare	landrace	Two-rowed	38.3	10.633333	M	M3
B_500	NA	17244	Hordeum vulgare L. vulgare	landrace	Two-rowed	36.848611	10.836389	SH	SH3
B_501	NA	64065	Hordeum vulgare L. vulgare	landrace	Six-rowed	37.983333	11.85	M	M3
B_502	NA	64068	Hordeum vulgare L. vulgare	landrace	Six-rowed	38.25	11.783333	M	M5
B_503	NA	219578	Hordeum vulgare L. vulgare	landrace	Six-rowed	39.416667	9.616667	SM	SM4
B_504	NA	235056	Hordeum vulgare L. vulgare	landrace	Six-rowed	39.666667	11.15	M	M3
B_505	24970	Agegnehu	Hordeum vulgare L. vulgare	improved	Six-rowed	NA	NA	NA	NA
B_506	24990	EH1493	Hordeum vulgare L. vulgare	improved	NA	NA	NA	NA	NA
B_507	64334	Gobe	Hordeum vulgare L. vulgare	improved	NA	NA	NA	NA	NA
B_508	202560	HB1307	Hordeum vulgare L. vulgare	improved	NA	NA	NA	NA	NA
B_509	202642	HB1964	Hordeum vulgare L. vulgare	improved	NA	NA	NA	NA	NA
B_51	16737-B	232216	Hordeum vulgare L. vulgare	landrace	Two-rowed	NA	NA	NA	NA
B_510	202833	HB42	Hordeum vulgare L. vulgare	improved	NA	NA	NA	NA	NA
B_511	203167	Ibon174/03	Hordeum vulgare L. vulgare	improved	Two-rowed	NA	NA	NA	NA
B_512	204677	Meket	Hordeum vulgare L. vulgare	improved	NA	NA	NA	NA	NA
B_513	204686	Miscal-21	Hordeum vulgare L. vulgare	improved	Two-rowed	NA	NA	NA	NA
B_514	208923	Sabini	Hordeum vulgare L. vulgare	improved	Two-rowed	NA	NA	NA	NA
B_515	216935	Sasa	Hordeum vulgare L. vulgare	improved	Two-rowed	NA	NA	NA	NA
B_516	216993	Shediho	Hordeum vulgare L. vulgare	improved	NA	NA	NA	NA	NA
B_517	216994	Shege	Hordeum vulgare L. vulgare	improved	NA	NA	NA	NA	NA
B_518	216997	Staish	Hordeum vulgare L. vulgare	improved	NA	NA	NA	NA	NA
B_519	217001	Tirit	Hordeum vulgare L. vulgare	improved	NA	NA	NA	NA	NA
B_520	217176	Yedogi	Hordeum vulgare L. vulgare	improved	NA	NA	NA	NA	NA
B_54	16739-D	234295	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.5	13.133333	SM	SM3
B_56	16858-A	235252	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.516667	12.733333	SM	SM4
B_57	16858-B	235262	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.533333	12.933333	SM	SM4
B_58	16862-A	235267	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.483333	13.55	SM	SM3
B_6	225249	15281	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.3625	14.436389	SM	SM3
B_60	17244-A	236819	Hordeum vulgare L. vulgare	landrace	Six-rowed	NA	NA	NA	NA
B_62	17251-A	237015	Hordeum vulgare L. vulgare	landrace	Six-rowed	NA	NA	NA	NA
B_63	17252-C	237021	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.333333	8.833333	SM	SM3
B_64	17661-A	237324	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.716667	12.333333	SM	SM2
B_65	17685-A	237329	Hordeum vulgare L. vulgare	landrace	Six-rowed	39.55	12.8	SM	SM3
B_66	17685-B	237339	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.466667	13.5	SM	SM3
B_67	17688-A	238348	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.516667	12.516667	SM	SM3
B_68	18294-A	238360	Hordeum vulgare L. vulgare	landrace	Irregular	NA	NA	NA	NA
B_69	18294-C	241788	Hordeum vulgare L. vulgare	landrace	Six-rowed	38.2	11.516667	M	M4
B_7	229796	15284	Hordeum vulgare L. vulgare	landrace	Two-rowed	NA	NA	NA	NA
B_70	18302-A	242069	Hordeum vulgare L. vulgare	landrace	Two-rowed	38.133333	11.783333	M	M4
B_71	18304-C	242571	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.638889	13.508333	SM	SM3
B_72	18318-B	242574	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.59	13.869444	SM	SM3
B_73	18330-A	242578	Hordeum vulgare L. vulgare	landrace	Two-rowed	NA	NA	NA	NA
B_74	18330-B	242582	Hordeum vulgare L. vulgare	landrace	Two-rowed	NA	NA	NA	NA
B_75	18330-D	243566	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.366667	11.483333	M	M3
B_76	18356-A	243611	Hordeum vulgare L. vulgare	landrace	Two-rowed	37.816667	12.116667	M	M3
B_77	18378-B	243614	Hordeum vulgare L. vulgare	landrace	Two-rowed	36.633333	10.65	SH	SH2
B_78	18382-A	1611-A	Hordeum vulgare L. vulgare	landrace	Two-rowed	36.6	9.05	SH	SH3
B_79	24612-B	1740-A	Hordeum vulgare L. vulgare	landrace	Six-rowed	39.916667	8.433333	H	H3
B_8	232216	16727	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.026389	6.861111	SH	SH4
B_80	24617-A	1773-B	Hordeum vulgare L. vulgare	landrace	Six-rowed	37.966667	9.8	M	M2
B_81	24620-A	1773-C	Hordeum vulgare L. vulgare	landrace	Six-rowed	37.966667	9.8	M	M2
B_82	24622-B	3514-A	Hordeum vulgare L. vulgare	landrace	Six-rowed	37.9	11.116667	M	M3
B_83	24626-B	3514-C	Hordeum vulgare L. vulgare	landrace	Two-rowed	37.9	11.116667	M	M3
B_84	24628-A	3545-C	Hordeum vulgare L. vulgare	landrace	Six-rowed	39.583333	8.066667	H	H4
B_85	24639-A	3545-D	Hordeum vulgare L. vulgare	landrace	Six-rowed	NA	NA	NA	NA
B_86	24639-B	4051-A	Hordeum vulgare L. vulgare	landrace	Two-rowed	38.566667	11.6	M	M3
B_87	24641-A	4051-C	Hordeum vulgare L. vulgare	landrace	Six-rowed	38.566667	11.6	M	M3
B_89	24956-A	4492-D	Hordeum vulgare L. vulgare	landrace	Irregular	37.333333	9.183333	M	M3
B_9	232356	16753	Hordeum vulgare L. vulgare	landrace	Two-rowed	38.550833	8.411111	SH	SH4
B_90	24965-A	4540-A	Hordeum vulgare L. vulgare	landrace	Two-rowed	37.1	9.366667	SH	SH4
B_92	24967-C	15273-A	Hordeum vulgare L. vulgare	landrace	Two-rowed	39.451111	14.311111	SM	SM4
B_93	24974-A	16726-A	Hordeum vulgare L. vulgare	landrace	Six-rowed	39.0275	6.869167	SH	SH4
B_94	24985-B	16737-B	Hordeum vulgare L. vulgare	landrace	Six-rowed	38.089722	7.984167	SH	SH4
B_96	24987-B	16739-B	Hordeum vulgare L. vulgare	landrace	Two-rowed	38.1475	8.048889	SH	SH4
B_97	24988-A	16739-D	Hordeum vulgare L. vulgare	landrace	Six-rowed	38.1475	8.048889	SH	SH4
B_98	64003-A	16819-B	Hordeum vulgare L. vulgare	landrace	Two-rowed	NA	NA	NA	NA
B_99	64026-A	16858-A	Hordeum vulgare L. vulgare	landrace	Six-rowed	38.458333	8.398056	M	M4
