ID	type	row.type	AEZ_type	AEZ31	region	zone	LON	LAT	Cluster	Axis1	Axis2	Axis3	species	accession	accession_name	Founder	Family
B_231	landrace	Six-rowed	SM	SM3	Amhara	DEBUB WELLO	38.733333	10.766667	10	-0.637213682	0.04731772	-1.097822457	Hordeum vulgare L. vulgare	239519-B	225980-A	NA	NA
B_232	landrace	Six-rowed	SM	SM3	Amhara	DEBUB WELLO	38.733333	10.766667	10	-0.682754501	-0.039694272	-1.204351374	Hordeum vulgare L. vulgare	242070-C	225980-B	NA	NA
B_233	landrace	Two-rowed	H	H4	Oromia	ARSSI	39.216667	7.866667	1	0.000948751	-0.962280421	1.035215388	Hordeum vulgare L. vulgare	242093-A	229993-A	NA	NA
B_234	landrace	Six-rowed	SM	SM3	Oromia	MISRAK HARERGE	42.283333	9.4	10	-0.578122361	-0.051550674	-0.556846052	Hordeum vulgare L. vulgare	242098-A	230500-A	NA	NA
B_235	landrace	Six-rowed	H	H3	Oromia	BALE	40.366667	7.016667	1	-0.442814733	-0.224791375	-0.280498926	Hordeum vulgare L. vulgare	242098-B	230612-B	NA	NA
B_236	landrace	Six-rowed	M	M3	Oromia	BALE	40.483333	7	1	-0.550287057	-0.295888242	-0.220358976	Hordeum vulgare L. vulgare	242099-B	230616-A	NA	NA
B_237	landrace	Irregular	M	M3	Oromia	BALE	40.5	7.066667	1	-0.29895993	-0.339710263	0.834012205	Hordeum vulgare L. vulgare	242576-A	230619-B	NA	NA
B_238	landrace	Six-rowed	M	M3	Oromia	BALE	40.733333	7.266667	1	-0.398938309	-0.012055074	0.442594953	Hordeum vulgare L. vulgare	242580-A	230629-A	NA	NA
B_239	landrace	Six-rowed	H	H3	Oromia	BALE	40.716667	7.116667	1	-0.453289884	-0.367474413	0.262761997	Hordeum vulgare L. vulgare	243193-A	230631-A	NA	NA
B_24	landrace	Two-rowed	SH	SH3	Oromia	MISRAK WELLEGA	36.485833	8.9125	5	-0.647597629	-1.032872385	2.537753715	Hordeum vulgare L. vulgare	238348	17689	NA	NA
B_240	landrace	Irregular	H	H3	Oromia	BALE	40.716667	7.116667	1	-0.534527026	-0.121294788	0.625973356	Hordeum vulgare L. vulgare	243203-A	230631-C	NA	NA
B_241	landrace	Irregular	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	243209-A	230654-B	NA	NA
B_242	landrace	Six-rowed	SM	SM3	Oromia	MISRAK HARERGE	41.966667	9.016667	10	-0.701013411	-0.264936889	-0.502513043	Hordeum vulgare L. vulgare	243247-A	230814-A	NA	NA
B_243	landrace	Six-rowed	SM	SM3	Oromia	MISRAK HARERGE	41.966667	9.016667	10	-0.490858693	-0.224745933	-0.621933829	Hordeum vulgare L. vulgare	243273-A	230814-B	NA	NA
B_244	landrace	Six-rowed	SH	SH3	Oromia	MISRAK HARERGE	41.683333	9.133333	1	-0.484164054	-0.45078808	0.277090345	Hordeum vulgare L. vulgare	243307-A	230815-A	NA	NA
B_245	landrace	Six-rowed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	243312-B	213523-A	NA	NA
B_246	landrace	Irregular	SH	SH3	SNNP	SEMEN OMO	37.6	6.15	9	-0.565070764	0.0030245	0.722764947	Hordeum vulgare L. vulgare	243407-A	213523-B	NA	NA
B_247	landrace	Six-rowed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	243410-A	232365-A	NA	NA
B_248	landrace	Six-rowed	SH	SH3	SNNP	SEMEN OMO	37.233333	6.1	6	-0.347217317	0.52287162	-0.088707992	Hordeum vulgare L. vulgare	243410-B	233040-A	NA	NA
B_249	landrace	Six-rowed	SH	SH3	SNNP	SEMEN OMO	37.233333	6.1	6	-0.331808628	0.414384306	0.031613174	Hordeum vulgare L. vulgare	243565-A	233040-B	NA	NA
B_25	landrace	Two-rowed	SH	SH3	Oromia	SEMEN SHEWA	38.949722	8.480556	1	0.125003843	-1.195664639	0.906279589	Hordeum vulgare L. vulgare	238360	18327	NA	NA
B_250	landrace	Two-rowed	SM	SM3	Tigray	MISRAKAWI	39.416667	14.283333	4	2.227096479	0.035203318	0.115317724	Hordeum vulgare L. vulgare	243567-A	234302-A	NA	NA
B_251	landrace	Six-rowed	SM	SM3	Tigray	MISRAKAWI	39.35	14.266667	6	-0.546633898	0.356884069	-0.696300483	Hordeum vulgare L. vulgare	A hore 880/61	234307-A	NA	NA
B_252	landrace	Two-rowed	M	M3	Amhara	DEBUB GONDAR	38.053333	11.595	8	0.068487821	-1.310586822	0.059325816	Hordeum vulgare L. vulgare	Ardu 12-60B	234308-A	NA	NA
B_253	landrace	Irregular	SM	SM3	Tigray	MISRAKAWI	39.333333	14.2	1	-0.490677856	0.190816111	-0.035165086	Hordeum vulgare L. vulgare	Bahati	234312-B	NA	NA
B_254	landrace	Six-rowed	M	M3	Amhara	DEBUB WELLO	39.666667	11.15	10	-0.633524962	-0.334417557	-0.661283173	Hordeum vulgare L. vulgare	Balemi	235056-B	NA	NA
B_255	landrace	Six-rowed	M	M3	Amhara	DEBUB WELLO	39.666667	11.15	10	-0.673997166	-0.082410676	-1.032622383	Hordeum vulgare L. vulgare	Bekoji-1	235056-A	NA	NA
B_256	landrace	Six-rowed	M	M3	Amhara	DEBUB WELLO	39.316667	11.4	10	-0.747160958	-0.148044936	-1.029422736	Hordeum vulgare L. vulgare	Cross 41/98	235090-B	NA	NA
B_257	landrace	Six-rowed	SM	SM3	Amhara	SEMEN SHEWA	39.316667	10.2	6	-0.54688241	0.428719562	-0.814530415	Hordeum vulgare L. vulgare	Derebie	235105-B	NA	NA
B_258	landrace	Six-rowed	SM	SM3	Amhara	SEMEN SHEWA	39.416667	10.116667	6	-0.400285493	0.5462666	-0.809493468	Hordeum vulgare L. vulgare	Dimtu	235116-B	NA	NA
B_259	landrace	Two-rowed	SM	SM3	Tigray	DEBUBAWI	39.533333	13.483333	8	0.292016206	-1.870823739	-0.774860075	Hordeum vulgare L. vulgare	EH 1493	235265-B	NA	NA
B_26	landrace	Two-rowed	H	H4	Oromia	BALE	39.732222	6.7725	6	-0.165039834	0.445779852	-0.228201995	Hordeum vulgare L. vulgare	241788	18905	NA	NA
B_260	landrace	Two-rowed	M	M4	Oromia	MIRAB SHEWA	38.2	8.216667	7	-0.705635901	0.944957842	0.02745144	Hordeum vulgare L. vulgare	EH 1847	235525-A	NA	NA
B_261	landrace	Six-rowed	SH	SH4	SNNP	GURAGE	38.116667	8.15	7	-0.541507284	1.370430649	-0.155716164	Hordeum vulgare L. vulgare	Explorer	235541-A	NA	NA
B_262	landrace	Two-rowed	SH	SH4	SNNP	GURAGE	38.2	8.1	7	-0.644435497	1.032997406	-0.049420394	Hordeum vulgare L. vulgare	Fanaka	235544-A	NA	NA
B_263	landrace	Two-rowed	SH	SH4	SNNP	GURAGE	38.183333	8.083333	3	-0.629945732	1.118175785	0.158090235	Hordeum vulgare L. vulgare	Gobe	235546-A	NA	NA
B_264	landrace	Six-rowed	SH	SH3	SNNP	GURAGE	38.033333	8.033333	3	-0.555315818	1.130911998	-0.047702437	Hordeum vulgare L. vulgare	HB 1964	235551-B	NA	NA
B_265	landrace	Six-rowed	SH	SH3	SNNP	GURAGE	38.033333	8.033333	6	-0.215834083	0.492779176	0.012250457	Hordeum vulgare L. vulgare	HB -1966	235551-C	NA	NA
B_266	landrace	Six-rowed	NA	NA	NA	NA	NA	NA	7	-0.485413899	1.355184072	-0.116937365	Hordeum vulgare L. vulgare	HB-1307	236823-A	NA	NA
B_268	landrace	Two-rowed	M	M3	Oromia	ARSSI	39.35	8.15	1	-0.313794257	-0.568743669	0.292561335	Hordeum vulgare L. vulgare	HB-1963	237020-A	NA	NA
B_269	landrace	Two-rowed	SM	SM3	Tigray	DEBUBAWI	39.533333	12.516667	6	0.066027669	-0.324044186	-0.370885799	Hordeum vulgare L. vulgare	HB-1965	237335-B	NA	NA
B_27	landrace	Two-rowed	M	M3	Amhara	MISRAK GOJAM	38.410556	10.791667	10	-0.112064451	-1.264389192	-0.702752541	Hordeum vulgare L. vulgare	242069	24636	NA	NA
B_271	landrace	Two-rowed	SM	SM3	Tigray	DEBUBAWI	39.466667	13.5	8	0.808207006	-2.621603909	-1.481238301	Hordeum vulgare L. vulgare	Holker	237346-B	NA	NA
B_274	landrace	Irregular	SH	SH3	Oromia	BALE	40.181389	7.381111	1	-0.469997722	0.074585359	0.136723963	Hordeum vulgare L. vulgare	Miscal-21	239519-B	NA	NA
B_275	landrace	Two-rowed	M	M4	Amhara	DEBUB GONDAR	38.116667	11.816667	5	-0.614080075	-1.15215869	1.053764285	Hordeum vulgare L. vulgare	Misrach	242070-C	NA	NA
B_276	landrace	Six-rowed	SM	SM3	Tigray	DEBUBAWI	39.55	12.783333	2	1.686338256	0.945341832	0.07606741	Hordeum vulgare L. vulgare	Shege	242093-A	NA	NA
B_277	landrace	Six-rowed	M	M3	Amhara	DEBUB WELLO	39.783333	11.1	10	-0.660810165	-0.439526155	-1.015685537	Hordeum vulgare L. vulgare	Traveller	242098-A	NA	NA
B_278	landrace	Six-rowed	M	M3	Amhara	DEBUB WELLO	39.783333	11.1	10	-0.692767179	-0.400388728	-0.833672483	Hordeum vulgare L. vulgare	NA	242098-B	NA	NA
B_279	landrace	Six-rowed	M	M4	Amhara	SEMEN SHEWA	39.733333	9.833333	10	-0.644093122	-0.277370921	-1.102512069	Hordeum vulgare L. vulgare	NA	242099-B	NA	NA
B_28	landrace	Six-rowed	SH	SH3	SNNP	GURAGE	38.013611	8.065556	2	1.029793827	1.407380492	0.789839714	Hordeum vulgare L. vulgare	242571	24970	NA	NA
B_280	landrace	Two-rowed	A	A1	Tigray	DEBUBAWI	40.172778	13.867778	8	0.729994448	-2.587658342	-1.464155787	Hordeum vulgare L. vulgare	NA	242576-A	NA	NA
B_281	landrace	Two-rowed	NA	NA	NA	NA	NA	NA	8	0.277101112	-1.916927115	-0.809164961	Hordeum vulgare L. vulgare	NA	242580-A	NA	NA
B_282	landrace	Irregular	SH	SH4	Oromia	BALE	39.827778	7.256111	1	-0.447435739	-0.12815376	0.436199498	Hordeum vulgare L. vulgare	NA	243193-A	NA	NA
B_283	landrace	Irregular	SH	SH4	Oromia	BALE	39.840833	7.106389	6	-0.670198764	0.415773218	-0.793174681	Hordeum vulgare L. vulgare	NA	243203-A	NA	NA
B_284	landrace	Six-rowed	SH	SH5	Oromia	BALE	39.695278	7.099167	4	1.531684579	1.029577447	-0.993883593	Hordeum vulgare L. vulgare	NA	243209-A	NA	NA
B_285	landrace	Six-rowed	M	M4	Amhara	SEMEN SHEWA	39.735833	9.580278	10	-0.541953464	-0.036310458	-1.138967278	Hordeum vulgare L. vulgare	NA	243247-A	NA	NA
B_286	landrace	Irregular	M	M4	Amhara	DEBUB GONDAR	38.277778	11.760278	6	-0.500844857	0.582134298	-0.694228049	Hordeum vulgare L. vulgare	NA	243273-A	NA	NA
B_287	landrace	Two-rowed	M	M3	Amhara	DEBUB GONDAR	38.053333	11.595	5	-0.59214078	-1.362872685	2.508710136	Hordeum vulgare L. vulgare	NA	243307-A	NA	NA
B_288	landrace	Irregular	M	M4	Amhara	DEBUB GONDAR	38.058333	11.703333	7	-0.552919823	0.954119039	-0.19557763	Hordeum vulgare L. vulgare	NA	243312-B	NA	NA
B_289	landrace	Six-rowed	NA	NA	NA	NA	NA	NA	7	0.381616661	0.647384552	-0.392255521	Hordeum vulgare L. vulgare	NA	243407-A	NA	NA
B_29	landrace	Six-rowed	SH	SH3	SNNP	HADIYA	37.737222	7.753611	2	1.013232236	1.375483162	0.803140666	Hordeum vulgare L. vulgare	242574	24990	NA	NA
B_290	landrace	Two-rowed	NA	NA	NA	NA	NA	NA	10	-0.553890705	-0.155516489	-0.781414461	Hordeum vulgare L. vulgare	NA	243410-A	NA	NA
B_291	landrace	Six-rowed	NA	NA	NA	NA	NA	NA	10	-0.628253222	-0.293992537	-0.681761239	Hordeum vulgare L. vulgare	NA	243410-B	NA	NA
B_292	landrace	Six-rowed	M	M3	Amhara	DEBUB WELLO	39.383333	11.466667	10	-0.619257092	-0.077539077	-0.588095972	Hordeum vulgare L. vulgare	NA	243565-A	NA	NA
B_293	landrace	Six-rowed	M	M3	Amhara	DEBUB WELLO	39.45	11.35	10	-0.646830311	-0.326430569	-1.004846949	Hordeum vulgare L. vulgare	NA	243567-A	NA	NA
B_294	improved	Six-rowed	NA	NA	NA	NA	NA	NA	11	3.144067809	0.568307354	0.299632871	Hordeum vulgare L. vulgare	1635	A hore 880/61	NA	NA
B_295	improved	Six-rowed	NA	NA	NA	NA	NA	NA	2	1.633844749	0.913232181	0.088845758	Hordeum vulgare L. vulgare	1826	Ardu 12-60B	NA	NA
B_296	improved	Two-rowed	NA	NA	NA	NA	NA	NA	11	2.305412753	0.855963036	0.747698231	Hordeum vulgare L. vulgare	4118	Bahati	NA	NA
B_297	improved	Irregular	NA	NA	NA	NA	NA	NA	7	-0.521518051	0.968601915	-0.150855001	Hordeum vulgare L. vulgare	4495	Balemi	NA	NA
B_298	improved	Two-rowed	NA	NA	NA	NA	NA	NA	11	1.834840672	0.776896828	0.610110931	Hordeum vulgare L. vulgare	15271	Bekoji-1	NA	NA
B_3	landrace	Six-rowed	M	M3	Amhara	DEBUB GONDAR	38.566667	11.633333	6	-0.431717455	0.718868456	-0.499673061	Hordeum vulgare L. vulgare	220654	4118	NA	NA
B_30	landrace	Two-rowed	SH	SH3	Oromia	MISRAK WELLEGA	36.483333	9.033333	6	-0.662075803	0.411794894	-0.125865004	Hordeum vulgare L. vulgare	242578	64334	NA	NA
B_300	improved	Six-rowed	NA	NA	NA	NA	NA	NA	11	2.285620738	1.001729343	0.440596514	Hordeum vulgare L. vulgare	15284	Derebie	NA	NA
B_301	improved	Irregular	NA	NA	NA	NA	NA	NA	7	-0.570058054	0.466521767	-0.342085294	Hordeum vulgare L. vulgare	16727	Dimtu	NA	NA
B_302	improved	Six-rowed	NA	NA	NA	NA	NA	NA	4	1.632343104	-0.11276748	-0.872024776	Hordeum vulgare L. vulgare	16753	EH 1493	founder	iMAGIC_3
B_304	improved	Two-rowed	NA	NA	NA	NA	NA	NA	11	3.980359429	0.364065708	0.948262644	Hordeum vulgare L. vulgare	16805	Explorer	NA	NA
B_305	improved	Two-rowed	NA	NA	NA	NA	NA	NA	11	3.703063654	0.25901331	0.804816237	Hordeum vulgare L. vulgare	16855	Fanaka	NA	NA
B_306	improved	Two-rowed	NA	NA	NA	NA	NA	NA	2	1.958471921	0.775350041	0.80773572	Hordeum vulgare L. vulgare	16866	Gobe	founder	iMAGIC_1
B_307	improved	Two-rowed	NA	NA	NA	NA	NA	NA	11	3.078741112	0.397509903	0.839836332	Hordeum vulgare L. vulgare	16867	HB-1964	founder	iMAGIC_3
B_308	improved	Six-rowed	NA	NA	NA	NA	NA	NA	2	0.935114348	1.394427992	0.786329681	Hordeum vulgare L. vulgare	17145	HB -1966	NA	NA
B_309	improved	Six-rowed	NA	NA	NA	NA	NA	NA	2	0.938412161	1.224008689	0.769559494	Hordeum vulgare L. vulgare	17146	HB-1307	founder	Recurrent
B_310	improved	Two-rowed	NA	NA	NA	NA	NA	NA	2	1.948046127	0.839395725	0.700945179	Hordeum vulgare L. vulgare	17148	HB-1533	NA	NA
B_311	improved	Two-rowed	NA	NA	NA	NA	NA	NA	11	2.55761542	0.818304383	0.663383676	Hordeum vulgare L. vulgare	17249	HB-1963	NA	NA
B_312	improved	Six-rowed	NA	NA	NA	NA	NA	NA	11	3.318147954	0.366620426	0.457325921	Hordeum vulgare L. vulgare	17254	HB-1965	NA	NA
B_313	improved	Six-rowed	NA	NA	NA	NA	NA	NA	11	2.828496172	0.875379857	-0.099345974	Hordeum vulgare L. vulgare	17257	HB-42	founder	iMAGIC_2
B_314	improved	Two-rowed	NA	NA	NA	NA	NA	NA	11	3.058654596	0.980988355	1.060423388	Hordeum vulgare L. vulgare	17651	Holker	NA	NA
B_315	improved	Six-rowed	NA	NA	NA	NA	NA	NA	2	1.374441669	1.074373765	0.021145783	Hordeum vulgare L. vulgare	17658	IAR/H/485	NA	NA
B_316	improved	Two-rowed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	17663	Ibon174/03	NA	NA
B_318	improved	Six-rowed	NA	NA	NA	NA	NA	NA	10	-0.651805886	0.075837824	-0.748812262	Hordeum vulgare L. vulgare	18327	Misrach	NA	NA
B_319	improved	Six-rowed	NA	NA	NA	NA	NA	NA	7	0.608483616	0.888579585	-0.717344027	Hordeum vulgare L. vulgare	18905	Shege	founder	iMAGIC_5
B_32	landrace	Two-rowed	SH	SH3	SNNP	SEMEN OMO	37.75	6.95	9	-0.364477852	-0.437882267	1.15612852	Hordeum vulgare L. vulgare	243566	202642	NA	NA
B_320	improved	Two-rowed	NA	NA	NA	NA	NA	NA	11	3.904549096	0.407665165	0.97199654	Hordeum vulgare L. vulgare	24636	Traveller	NA	NA
B_321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum murinum L.	NA	159909	NA	NA
B_322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	159910	NA	NA
B_323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum murinum L.	NA	159914	NA	NA
B_324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	159915	NA	NA
B_325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	159919	NA	NA
B_326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	159933	NA	NA
B_327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	159938	NA	NA
B_328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum murinum L.	NA	159939	NA	NA
B_329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	159947	NA	NA
B_330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum murinum L.	NA	159958	NA	NA
B_331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	159959	NA	NA
B_332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	160356	NA	NA
B_333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	160491	NA	NA
B_334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	160500	NA	NA
B_335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	160504	NA	NA
B_336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	160509	NA	NA
B_337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	160510	NA	NA
B_338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	160511	NA	NA
B_339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	160512	NA	NA
B_34	landrace	Six-rowed	M	M4	Oromia	MIRAB SHEWA	38.066667	9.283333	10	-0.589594294	-0.112672661	-1.014312567	Hordeum vulgare L. vulgare	243614	203167	NA	NA
B_340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	160524	NA	NA
B_341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	160525	NA	NA
B_342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. subsp. spontaneum (K. Koch) Thell.	NA	160548	NA	NA
B_343	landrace	NA	SH	SH4	SNNP	GURAGE	38.069167	7.9525	3	-0.585918932	1.270538467	-0.098429473	Hordeum vulgare L. vulgare	NA	16734-6	NA	NA
B_344	landrace	NA	SA	SA3	SNNP	KEFICHO SHEKICHO	38.800833	7.668611	4	1.03091033	0.638947519	-0.031566611	Hordeum vulgare L. vulgare	NA	16809-14	NA	NA
B_346	landrace	NA	SH	SH3	SNNP	KEFICHO SHEKICHO	37.823333	7.713889	3	-0.592062275	1.264665531	-0.058020501	Hordeum vulgare L. vulgare	NA	16811-6	NA	NA
B_347	landrace	NA	SH	SH3	SNNP	KEFICHO SHEKICHO	37.822778	7.713889	3	-0.610837306	1.269477242	-0.059813932	Hordeum vulgare L. vulgare	NA	16812-4	NA	NA
B_349	landrace	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	NA	16820-16	NA	NA
B_350	landrace	NA	SH	SH4	SNNP	GURAGE	37.9575	7.928889	3	-0.600528654	1.268219726	-0.076064738	Hordeum vulgare L. vulgare	NA	16822-12	NA	NA
B_351	landrace	NA	SH	SH4	SNNP	GURAGE	37.941111	7.927778	7	0.669844833	1.185177778	-0.596104618	Hordeum vulgare L. vulgare	NA	16824-15	NA	NA
B_352	landrace	NA	M	M4	Oromia	ARSSI	38.438889	8.3875	7	-0.502968513	1.018508389	-0.184485876	Hordeum vulgare L. vulgare	NA	16863-2	NA	NA
B_353	landrace	NA	M	M4	Oromia	ARSSI	38.959444	7.233333	7	-0.550299352	1.046992857	-0.285217433	Hordeum vulgare L. vulgare	NA	16910-19	NA	NA
B_354	landrace	NA	H	H3	Oromia	ARSSI	39.276111	7.608889	4	1.354578838	0.275867736	-0.427109257	Hordeum vulgare L. vulgare	NA	16956-11	NA	NA
B_355	landrace	NA	M	M3	Oromia	ARSSI	38.953056	7.531111	10	-0.543074675	0.144137516	-1.177906074	Hordeum vulgare L. vulgare	NA	17146-9	NA	NA
B_356	landrace	NA	M	M3	Oromia	ARSSI	38.9525	7.531389	2	0.953680129	1.410070868	0.807912323	Hordeum vulgare L. vulgare	NA	17148-16	NA	NA
B_357	landrace	NA	M	M4	Amhara	SEMEN GONDAR	37.968333	13.175556	4	1.470402737	1.081704523	-1.0027892	Hordeum vulgare L. vulgare	NA	17204-5	NA	NA
B_358	landrace	NA	M	M4	Amhara	SEMEN GONDAR	37.973333	13.204444	4	1.562583626	0.272062637	-0.494134074	Hordeum vulgare L. vulgare	NA	17206-11	NA	NA
B_359	landrace	NA	SH	SH3	Amhara	AGEW AWI	36.8975	10.936944	4	1.365693909	0.250081612	0.288064928	Hordeum vulgare L. vulgare	NA	17240-1	NA	NA
B_36	landrace	Irregular	SM	SM4	Amhara	DEBUB WELLO	38.783333	10.95	10	-0.638433423	0.039010433	-0.719349192	Hordeum vulgare L. vulgare	1740-A	204686	NA	NA
B_360	landrace	NA	SH	SH3	Amhara	AGEW AWI	36.848611	10.836389	4	1.365290613	0.388711444	0.068660314	Hordeum vulgare L. vulgare	NA	17244-19	NA	NA
B_362	landrace	NA	SH	SH4	SNNP	GURAGE	38.069167	7.9525	3	-0.613696732	1.148506839	-0.123837834	Hordeum vulgare L. vulgare	NA	16734-19	NA	NA
B_363	landrace	NA	SH	SH4	SNNP	GURAGE	38.069167	7.9525	7	0.25889771	1.037791944	-0.297819646	Hordeum vulgare L. vulgare	NA	16736-12	NA	NA
B_364	landrace	NA	SH	SH4	SNNP	GURAGE	38.544444	8.417222	4	1.712001955	0.017545412	-0.152577751	Hordeum vulgare L. vulgare	NA	16755-14	NA	NA
B_365	landrace	NA	H	H4	Oromia	ARSSI	39.212778	7.450278	4	1.603868714	0.249295231	-0.191630538	Hordeum vulgare L. vulgare	NA	16930-10	NA	NA
B_366	landrace	NA	M	M4	Amhara	SEMEN GONDAR	37.968333	13.175556	6	-0.504337732	0.495343003	-0.408030031	Hordeum vulgare L. vulgare	NA	17204-13	NA	NA
B_367	landrace	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	NA	17207-6	NA	NA
B_368	landrace	NA	SH	SH4	Amhara	AGEW AWI	36.952222	10.970833	10	-0.405014178	0.05453332	-0.118198902	Hordeum vulgare L. vulgare	NA	17252-19	NA	NA
B_370	landrace	NA	SH	SH2	Oromia	MISRAK WELLEGA	34.830833	9.0525	9	-0.271927561	-0.524777826	1.553797551	Hordeum vulgare L. vulgare	NA	17672-9	NA	NA
B_371	landrace	NA	SH	SH3	Oromia	MISRAK WELLEGA	36.6	9.05	5	-0.662111624	-1.184834807	2.808959365	Hordeum vulgare L. vulgare	NA	1611-B	NA	NA
B_372	landrace	NA	H	H3	Oromia	ARSSI	39.916667	8.433333	1	-0.453735083	-0.676599618	1.259789756	Hordeum vulgare L. vulgare	NA	1740-B	NA	NA
B_373	landrace	NA	M	M2	Oromia	MIRAB SHEWA	37.966667	9.8	7	-0.47374212	0.883156058	0.060369771	Hordeum vulgare L. vulgare	NA	1773-A	NA	NA
B_374	landrace	NA	M	M2	Oromia	MIRAB SHEWA	37.966667	9.8	7	-0.325151244	0.520818174	0.359879513	Hordeum vulgare L. vulgare	NA	1773-D	NA	NA
B_375	landrace	NA	H	H4	Oromia	ARSSI	39.583333	8.066667	1	-0.462339809	0.172718833	0.258090234	Hordeum vulgare L. vulgare	NA	3545-A	NA	NA
B_376	landrace	NA	H	H4	Oromia	ARSSI	39.583333	8.066667	1	-0.338683383	0.209059222	0.229158792	Hordeum vulgare L. vulgare	NA	3545-B	NA	NA
B_377	landrace	NA	M	M3	Oromia	MISRAK WELLEGA	37.333333	9.183333	7	-0.514126067	0.95510687	-0.14054467	Hordeum vulgare L. vulgare	NA	4492-C	NA	NA
B_378	landrace	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	NA	4540-B	NA	NA
B_379	landrace	NA	SM	SM4	Tigray	MISRAKAWI	39.546111	14.193889	8	0.2869771	-1.845159677	-0.790406531	Hordeum vulgare L. vulgare	NA	15265-B	NA	NA
B_380	landrace	NA	SM	SM4	Tigray	MISRAKAWI	39.546111	14.193889	8	0.742852796	-2.471044912	-1.485166854	Hordeum vulgare L. vulgare	NA	15265-C	NA	NA
B_381	landrace	NA	SM	SM4	Tigray	MISRAKAWI	39.451111	14.311111	8	0.591208559	-2.300354432	-1.534241156	Hordeum vulgare L. vulgare	NA	15273-B	NA	NA
B_382	landrace	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	NA	16726-B	NA	NA
B_383	landrace	NA	SH	SH4	SNNP	GURAGE	38.089722	7.984167	7	0.595300476	1.091249008	-0.347968	Hordeum vulgare L. vulgare	NA	16737-A	NA	NA
B_384	landrace	NA	SH	SH4	SNNP	GURAGE	38.089722	7.984167	3	-0.562891713	1.089456191	0.006878429	Hordeum vulgare L. vulgare	NA	16737-C	NA	NA
