ID	type	row.type	AEZ31	region	DH	DM	GFP
B_66	landrace	Two-rowed	SM3	Tigray	59.7314299118836	94.4297971576209	34.3958520974785
B_67	landrace	Two-rowed	SM3	Tigray	56.8333732268517	92.1656059596473	34.582815491514
B_69	landrace	Six-rowed	M4	Amhara	67.5803334338452	104.559073569608	35.1437056736205
B_70	landrace	Two-rowed	M4	Amhara	52.969297646809	85.1346964501506	33.5732131637224
B_71	landrace	Two-rowed	SM3	Tigray	55.867354331841	92.2847739174354	34.9193496007779
B_72	landrace	Two-rowed	SM3	Tigray	64.8030291106896	101.222370751542	34.956742279585
B_75	landrace	Two-rowed	M3	Amhara	56.22961141747	90.8547584239784	34.3584594186714
B_76	landrace	Two-rowed	M3	Amhara	52.244783475551	85.2538644079387	33.834961915372
B_77	landrace	Two-rowed	SH2	Amhara	55.0220877987067	88.1138953948526	33.8723545941791
B_78	landrace	Two-rowed	SH3	Oromia	55.0220877987067	88.2330633526406	33.9097472729862
B_79	landrace	Six-rowed	H3	Oromia	64.3200196631842	98.6006756802037	34.2836740610572
B_8	landrace	Two-rowed	SH4	Oromia	72.0481708232695	106.227424978641	34.2836740610572
B_80	landrace	Six-rowed	M2	Oromia	84.1234070109027	114.450014066019	33.1245010180372
B_81	landrace	Six-rowed	M2	Oromia	87.3837207815636	123.268442942337	34.8819569219708
B_82	landrace	Six-rowed	M3	Amhara	71.6859137376404	110.159967585648	35.6298104981127
B_83	landrace	Two-rowed	M3	Amhara	56.1088590555937	90.0205827194618	34.1341033458288
B_84	landrace	Six-rowed	H4	Oromia	63.9577625775552	97.6473320178991	34.0967106670217
B_86	landrace	Two-rowed	M3	Amhara	63.3540007681736	98.8390115957799	34.6576008491282
B_87	landrace	Six-rowed	M3	Amhara	68.4255999669795	102.294882371634	34.1714960246359
B_89	landrace	Irregular	M3	Oromia	73.0141897182802	108.968288007767	34.8445642431637
B_9	landrace	Two-rowed	SH4	SNNP	59.4899251881309	92.2847739174354	33.7975692365649
B_90	landrace	Two-rowed	SH4	Oromia	56.1088590555936	87.8755594792764	33.4610351273011
B_92	landrace	Two-rowed	SM4	Tigray	64.1992673013079	98.4815077224156	34.2836740610572
B_93	landrace	Six-rowed	SH4	Oromia	73.2556944420328	108.253280261038	34.5454228127069
B_94	landrace	Six-rowed	SH4	SNNP	70.5991424807535	105.869921105277	34.6202081703211
B_96	landrace	Two-rowed	SH4	SNNP	72.0481708232695	105.631585189701	34.0967106670217
B_97	landrace	Six-rowed	SH4	SNNP	71.3236566520115	105.154913358548	34.1714960246359
B_99	landrace	Six-rowed	M4	SNNP	74.7047227845488	111.351647163528	35.0689203160063
